id,name,team,height,weight,year,position,hometown,state,country,latitude,longitude,formatted_height
4890419,Jack McCallister,Washington,72.0,205.0,3.0,P,Edmonds,WA,USA,47.8105738,-122.3774952,"6'0"""
4890430,Antonio Hill,Washington,71.0,188.0,4.0,CB,Bellevue,WA,USA,47.6144219,-122.192337,"5'11"""
4910844,Grady Gross,Washington,71.0,218.0,3.0,PK,Scottsdale,AZ,USA,33.4942189,-111.926018,"5'11"""
4916379,Jayvon Parker,Washington,75.0,297.0,3.0,DL,Detroit,MI,USA,42.3315509,-83.0466403,"6'3"""
4916380,Armon Parker,Washington,75.0,312.0,2.0,DL,Detroit,MI,USA,42.3315509,-83.0466403,"6'3"""
4917046,Jay Green,Washington,75.0,208.0,3.0,S,Houston,TX,USA,29.7589382,-95.3676974,"6'3"""
4918439,Elinneus Davis,Washington,74.0,309.0,1.0,DL,Moorhead,MN,USA,46.8739081,-96.7538674,"6'2"""
4921406,Landen Hatchett,Washington,74.0,310.0,2.0,OL,Ferndale,WA,USA,48.8466698,-122.589723,"6'2"""
4921520,Tybo Rogers,Washington,71.0,185.0,1.0,RB,Bakersfield,CA,USA,35.3738712,-119.019463,"5'11"""
4923048,Deven Bryant,Washington,71.0,234.0,1.0,LB,Carson,CA,USA,33.8322043,-118.2517547,"5'11"""
4923287,Elishah Jackett,Washington,79.0,271.0,1.0,OL,Orange,CA,USA,33.750631,-117.8722311,"6'7"""
4940235,Taeshaun Lyons,Washington,73.0,177.0,1.0,WR,Hayward,CA,USA,37.6688205,-122.080796,"6'1"""
4954503,Jordan Whitney,Washington,72.0,216.0,1.0,LB,Oxnard,CA,USA,34.1976308,-119.180381,"6'0"""
4988081,Vincent Holmes,Washington,72.0,187.0,1.0,S,San Jacinto,CA,USA,33.7839664,-116.9589086,"6'0"""
5017177,Keith Reynolds,Washington,69.0,180.0,1.0,WR,Adelanto,CA,USA,34.5827699,-117.409215,"5'9"""
5077303,Jacob Lane,Washington,77.0,255.0,2.0,EDGE,Puyallup,WA,USA,47.1849009,-122.29214,"6'5"""
5077669,Diesel Gordon,Washington,72.0,164.0,1.0,S,Arlington,TX,USA,32.7355816,-97.1071186,"6'0"""
5077875,Zachary Henning,Washington,77.0,299.0,1.0,OL,Centennial,CO,USA,39.579155,-104.8769227,"6'5"""
5078347,Soane Faasolo,Washington,80.0,295.0,1.0,OL,East Palo Alto,CA,USA,37.4688273,-122.141075,"6'8"""
5078420,Leroy Bryant,Washington,71.0,180.0,1.0,CB,Fairfield,CA,USA,38.2493581,-122.039966,"5'11"""
5079508,Austin Mack,Washington,78.0,236.0,1.0,QB,Folsom,CA,USA,38.6779591,-121.176058,"6'6"""
5082670,Jakson Berman,Washington,71.0,190.0,2.0,CB,San Jose,CA,USA,37.3361663,-121.890591,"5'11"""
5082671,Tristan Warner,Washington,73.0,206.0,2.0,S,Tacoma,WA,USA,47.2455013,-122.438329,"6'1"""
5082672,Anay Nagarajan,Washington,71.0,190.0,3.0,CB,San Jose,CA,USA,37.3361663,-121.890591,"5'11"""
5082673,Austin Harnetiaux,Washington,75.0,232.0,2.0,LB,Seattle,WA,USA,47.6038321,-122.330062,"6'3"""
5082675,Griffin Miller,Washington,74.0,227.0,2.0,LB,Sammamish,WA,USA,47.6017554,-122.0416844,"6'2"""
5082676,Jake Parnagian,Washington,70.0,204.0,2.0,WR,Clovis,CA,USA,36.8252277,-119.7029194,"5'10"""
5082677,Jackson Girouard,Washington,72.0,193.0,3.0,WR,Redwood City,CA,USA,37.4863239,-122.232523,"6'0"""
5082678,John Frazier,Washington,78.0,244.0,2.0,TE,Mountain View,CA,USA,37.3893889,-122.0832101,"6'6"""
5084987,Kahlee Tafai,Washington,77.0,338.0,1.0,OL,Los Angeles,CA,USA,34.0536909,-118.242766,"6'5"""
5085885,Braydon Bruener,Washington,72.0,194.0,1.0,LB,Redmond,WA,USA,47.6694141,-122.1238767,"6'0"""
5095358,Caleb Johnston,Washington,71.0,221.0,2.0,LS,Ripon,CA,USA,37.7394666,-121.1246966,"5'11"""
5095359,Camdyn Stiegeler,Washington,73.0,203.0,1.0,QB,Oregon City,OR,USA,45.3573429,-122.606758,"6'1"""
5121433,Zach Durfee,Washington,77.0,256.0,4.0,EDGE,Dawson,MN,USA,44.932738,-96.054481,"6'5"""
5122374,Owen Coutts,Washington,76.0,230.0,3.0,TE,Seattle,WA,USA,47.6038321,-122.330062,"6'4"""
5151880,Thaddeus Dixon,Washington,73.0,186.0,4.0,CB,Los Angeles,CA,USA,34.0536909,-118.242766,"6'1"""
5151881,Alex Johnson,Washington,78.0,214.0,3.0,QB,Seattle,WA,USA,47.6038321,-122.330062,"6'6"""
5151882,Ryder Bumgarner,Washington,69.0,195.0,1.0,RB,Stanwood,WA,USA,48.24216,-122.3520327,"5'9"""
5151883,Luke Luchini,Washington,73.0,195.0,1.0,WR,Meridian,ID,USA,43.6086295,-116.392326,"6'1"""
5151884,Logan Lisherness,Washington,74.0,230.0,1.0,LB,Puyallup,WA,USA,47.1849009,-122.29214,"6'2"""
5151885,Parker Cross,Washington,74.0,284.0,1.0,OL,Seattle,WA,USA,47.6038321,-122.330062,"6'2"""
5151886,Jacob Mason,Washington,74.0,245.0,1.0,DE,Ferndale,WA,USA,48.8466698,-122.589723,"6'2"""
5151887,Roice Cleeland,Washington,74.0,297.0,1.0,OL,Vancouver,WA,USA,45.6306954,-122.6744557,"6'2"""
5151888,Aidan Anderson,Washington,76.0,319.0,1.0,OL,Olympia,WA,USA,47.0451022,-122.8950075,"6'4"""
5151889,Habib Bello,Washington,74.0,310.0,1.0,DL,Bellingham,WA,USA,48.7544012,-122.478836,"6'2"""
5151890,Troy Petz,Washington,73.0,193.0,2.0,P,Lynden,WA,USA,48.9466041,-122.4569315,"6'1"""
4362103,Christian Jones,Texas,78.0,321.0,4.0,OL,Cypress,TX,USA,29.9691116,-95.6971686,"6'6"""
4426398,David Gbenda,Texas,72.0,235.0,4.0,LB,Katy,TX,USA,29.7857853,-95.8243956,"6'0"""
4426651,Patrick Bayouth,Texas,76.0,281.0,4.0,TE,Bellaire,TX,USA,29.7057858,-95.4588299,"6'4"""
4426836,Jett Bush,Texas,74.0,242.0,4.0,LB,Houston,TX,USA,29.7589382,-95.3676974,"6'2"""
4428116,Isaiah Neyor,Texas,76.0,220.0,4.0,WR,Fort Worth,TX,USA,32.753177,-97.3327459,"6'4"""
4428617,T'Vondre Sweat,Texas,76.0,362.0,4.0,DL,Huntsville,TX,USA,30.7235263,-95.5507771,"6'4"""
4429040,Vernon Broughton,Texas,76.0,305.0,4.0,DL,Houston,TX,USA,29.7589382,-95.3676974,"6'4"""
4429381,Trill Carter,Texas,72.0,299.0,4.0,DL,Leesburg,GA,USA,31.7324556,-84.1711966,"6'0"""
4430814,Jake Majors,Texas,75.0,315.0,4.0,OL,Prosper,TX,USA,33.2385763,-96.7866058,"6'3"""
4430821,Kitan Crawford,Texas,71.0,206.0,4.0,S,Tyler,TX,USA,32.3512601,-95.3010624,"5'11"""
4430835,Alfred Collins,Texas,77.0,320.0,4.0,DL,Bastrop,TX,USA,30.0541116,-97.3887764,"6'5"""
4430888,Jerrin Thompson,Texas,72.0,186.0,4.0,S,Lufkin,TX,USA,31.3386242,-94.7288558,"6'0"""
4430925,Jahdae Barron,Texas,71.0,200.0,4.0,DB,Pflugerville,TX,USA,30.4393696,-97.6200043,"5'11"""
4431214,Hayden Conner,Texas,77.0,320.0,4.0,OL,Katy,TX,USA,29.7857853,-95.8243956,"6'5"""
4431588,Ja'Tavion Sanders,Texas,76.0,243.0,3.0,TE,Denton,TX,USA,33.1838787,-97.1413417,"6'4"""
4432272,Gavin Holmes,Texas,71.0,185.0,4.0,DB,New Orleans,LA,USA,29.9759983,-90.0782127,"5'11"""
4566088,Jaylan Ford,Texas,75.0,242.0,4.0,LB,Frisco,TX,USA,33.1505998,-96.8238183,"6'3"""
4567095,Keilan Robinson,Texas,69.0,188.0,4.0,RB,Washington,DC,USA,38.8950368,-77.0365427,"5'9"""
4567148,Jalen Catalon,Texas,71.0,205.0,4.0,DB,Mansfield,TX,USA,32.563487,-97.1420308,"5'11"""
4568075,Juan Davis,Texas,76.0,235.0,4.0,TE,Fort Worth,TX,USA,32.753177,-97.3327459,"6'4"""
4569337,Ryan Sanborn,Texas,75.0,211.0,1.0,P,San Diego,CA,USA,32.7174202,-117.162772,"6'3"""
4569382,Jordan Whittington,Texas,73.0,204.0,4.0,WR,Cuero,TX,USA,29.0938036,-97.2900564,"6'1"""
4569409,Gabriel Lozano,Texas,73.0,185.0,4.0,PK,Austin,TX,USA,30.2711286,-97.7436995,"6'1"""
4570040,Byron Murphy II,Texas,73.0,308.0,3.0,DL,Desoto,TX,USA,32.5897831,-96.8570183,"6'1"""
4578494,Sawyer Goram-Welch,Texas,76.0,307.0,4.0,DL,Longview,TX,USA,32.5007031,-94.74049,"6'4"""
4597500,Adonai Mitchell,Texas,76.0,196.0,3.0,WR,Missouri City,TX,USA,29.6185669,-95.5377215,"6'4"""
4602199,Charles Wright,Texas,73.0,203.0,2.0,QB,Austin,TX,USA,30.2711286,-97.7436995,"6'1"""
4602936,Morice Blackwell Jr.,Texas,73.0,220.0,4.0,LB,Arlington,TX,USA,32.7355816,-97.1071186,"6'1"""
4603190,Casey Cain,Texas,75.0,200.0,3.0,WR,New Orleans,LA,USA,29.9759983,-90.0782127,"6'3"""
4678008,Jonathon Brooks,Texas,72.0,207.0,2.0,RB,Hallettsville,TX,USA,29.4438528,-96.9410929,"6'0"""
4683062,Xavier Worthy,Texas,73.0,172.0,3.0,WR,Fresno,CA,USA,36.7394421,-119.78483,"6'1"""
4683643,Barryn Sorrell,Texas,76.0,260.0,4.0,LB,New Orleans,LA,USA,29.9759983,-90.0782127,"6'4"""
4685092,Ryan Watts,Texas,75.0,213.0,4.0,DB,Little Elm,TX,USA,33.1626194,-96.9375051,"6'3"""
4685240,Malik Agbo,Texas,76.0,300.0,2.0,OL,Federal Way,WA,USA,47.313494,-122.33931,"6'4"""
4685241,BJ Allen Jr.,Texas,72.0,191.0,2.0,S,Aledo,TX,USA,32.6979939,-97.60399378280016,"6'0"""
4685260,Kelvin Banks Jr.,Texas,76.0,320.0,3.0,OL,Humble,TX,USA,29.9988312,-95.2621553,"6'4"""
4685279,Jaydon Blue,Texas,72.0,200.0,3.0,RB,Houston,TX,USA,29.7589382,-95.3676974,"6'0"""
4685331,Justice Finkley,Texas,74.0,250.0,3.0,LB,Trussville,AL,USA,33.6196266,-86.6084342,"6'2"""
4685375,Jaylon Guilbeau,Texas,72.0,190.0,3.0,DB,Port Arthur,TX,USA,29.8716577,-93.9332302,"6'0"""
4685410,Austin Jordan,Texas,72.0,198.0,3.0,DB,Denton,TX,USA,33.1838787,-97.1413417,"6'0"""
4685497,Maalik Murphy,Texas,77.0,230.0,2.0,QB,Inglewood,CA,USA,33.9562003,-118.353132,"6'5"""
4685575,J'Mond Tapp,Texas,75.0,266.0,2.0,DL,Donaldsonville,LA,USA,30.1051938,-90.9875923,"6'3"""
4685590,Cameron Williams,Texas,77.0,335.0,3.0,OL,Duncanville,TX,USA,32.6518004,-96.9083366,"6'5"""
4685591,Larry Turner-Gooden,Texas,71.0,212.0,2.0,S,Los Angeles,CA,USA,34.0536909,-118.242766,"5'11"""
4685735,Cole Hutson,Texas,77.0,310.0,3.0,OL,Frisco,TX,USA,33.1505998,-96.8238183,"6'5"""
4685737,Neto Umeozulu,Texas,76.0,330.0,2.0,OL,Allen,TX,USA,33.1031744,-96.6705503,"6'4"""
4686332,Zac Swanson,Texas,76.0,282.0,2.0,DL,Phoenix,AZ,USA,33.4484367,-112.074141,"6'4"""
4686728,Gunnar Helm,Texas,77.0,250.0,4.0,TE,Englewood,CO,USA,39.6482059,-104.9879641,"6'5"""
4690811,Savion Red,Texas,70.0,214.0,3.0,RB,Grand Prairie,TX,USA,32.7459645,-96.9977846,"5'10"""
4690975,Tannahill Love,Texas,71.0,225.0,4.0,LB,Fort Worth,TX,USA,32.753177,-97.3327459,"5'11"""
4690976,Paxton Anderson,Texas,76.0,213.0,4.0,WR,Dallas,TX,USA,32.7762719,-96.7968559,"6'4"""
4694152,Max Merril,Texas,76.0,295.0,3.0,OL,Houston,TX,USA,29.7589382,-95.3676974,"6'4"""
4701935,Terrance Brooks,Texas,72.0,210.0,3.0,DB,Little Elm,TX,USA,33.1626194,-96.9375051,"6'0"""
4704532,Kristopher Ross,Texas,74.0,263.0,2.0,DL,Houston,TX,USA,29.7589382,-95.3676974,"6'2"""
4706856,X'Avion Brice,Texas,73.0,174.0,2.0,CB,Arlington,TX,USA,32.7355816,-97.1071186,"6'1"""
4708062,Cole Lourd,Texas,74.0,215.0,4.0,QB,Los Angeles,CA,USA,34.0536909,-118.242766,"6'2"""
4717429,Jaray Bledsoe,Texas,76.0,290.0,2.0,DL,Marlin,TX,USA,31.308005,-96.8908895,"6'4"""
4801729,Aaron Bryant,Texas,74.0,305.0,2.0,DL,Southaven,MS,USA,34.9873822,-90.0034862,"6'2"""
4806290,Connor Robertson,Texas,76.0,310.0,2.0,OL,Austin,TX,USA,30.2711286,-97.7436995,"6'4"""
4833591,Ky Woods,Texas,69.0,175.0,2.0,RB,League City,TX,USA,29.5074538,-95.0949303,"5'9"""
4868929,Will Stone,Texas,72.0,195.0,3.0,PK,Austin,TX,USA,30.2711286,-97.7436995,"6'0"""
4870593,Tausili Akana,Texas,76.0,220.0,1.0,LB,Laie,HI,USA,21.6438449,-157.924442,"6'4"""
4870609,CJ Baxter,Texas,73.0,220.0,2.0,RB,Orlando,FL,USA,28.5421109,-81.3790304,"6'1"""
4870656,Johntay Cook II,Texas,72.0,185.0,2.0,WR,Desoto,TX,USA,32.5897831,-96.8570183,"6'0"""
4870805,Anthony Hill Jr.,Texas,75.0,235.0,2.0,LB,Denton,TX,USA,33.1838787,-97.1413417,"6'3"""
4870860,DeAndre Moore Jr.,Texas,72.0,195.0,2.0,WR,Anaheim,CA,USA,33.8347516,-117.911732,"6'0"""
4870862,Liona Lefau,Texas,73.0,225.0,2.0,LB,Laie,HI,USA,21.6438449,-157.924442,"6'1"""
4870881,Payton Kirkland,Texas,78.0,350.0,1.0,G,Orlando,FL,USA,28.5421109,-81.3790304,"6'6"""
4870906,Arch Manning,Texas,76.0,225.0,1.0,QB,New Orleans,LA,USA,29.9759983,-90.0782127,"6'4"""
4870908,Sydir Mitchell,Texas,78.0,350.0,1.0,DL,Paterson,NJ,USA,40.9167654,-74.171811,"6'6"""
4870953,Malik Muhammad,Texas,72.0,190.0,2.0,DB,Desoto,TX,USA,32.5897831,-96.8570183,"6'0"""
4870964,William Randle,Texas,76.0,240.0,1.0,TE,New Orleans,LA,USA,29.9759983,-90.0782127,"6'4"""
4871044,Derek Williams Jr.,Texas,74.0,195.0,2.0,DB,New Iberia,LA,USA,30.0035365,-91.8187285,"6'2"""
4871076,Quintrevion Wisner,Texas,72.0,200.0,2.0,RB,Glenn Heights,TX,USA,32.54390135,-96.85529749543817,"6'0"""
4878504,Robert Sweeney,Texas,77.0,300.0,2.0,OL,Dallas,TX,USA,32.7762719,-96.7968559,"6'5"""
4880346,Michael Taaffe,Texas,72.0,195.0,3.0,DB,Austin,TX,USA,30.2711286,-97.7436995,"6'0"""
4880347,Bert Auburn,Texas,72.0,185.0,4.0,PK,Flower Mound,TX,USA,33.0283854,-97.0867203,"6'0"""
4880348,Thatcher Milton,Texas,70.0,185.0,4.0,WR,Cypress,TX,USA,29.9691116,-95.6971686,"5'10"""
4880349,Marshall Landwehr,Texas,72.0,225.0,4.0,LB,Dallas,TX,USA,32.7762719,-96.7968559,"6'0"""
4880350,Christian Rizzi,Texas,71.0,215.0,4.0,S,Metairie,LA,USA,29.9899926,-90.1505426,"5'11"""
4889929,Quinn Ewers,Texas,74.0,210.0,3.0,QB,Southlake,TX,USA,32.9412363,-97.1341783,"6'2"""
4899367,Ryan Niblett,Texas,70.0,185.0,1.0,WR,Houston,TX,USA,29.7589382,-95.3676974,"5'10"""
4899376,Jaydon Chatman,Texas,76.0,300.0,1.0,OL,Harker Heights,TX,USA,31.0746347,-97.6590473,"6'4"""
4899478,Derion Gullette,Texas,75.0,235.0,1.0,LB,Marlin,TX,USA,31.308005,-96.8908895,"6'3"""
4908867,Ethan Burke,Texas,78.0,260.0,3.0,LB,Austin,TX,USA,30.2711286,-97.7436995,"6'6"""
4911869,Lance St. Louis,Texas,72.0,220.0,3.0,S,Gilbert,AZ,USA,33.3527632,-111.789037,"6'0"""
4917985,Connor Stroh,Texas,79.0,350.0,1.0,OL,Frisco,TX,USA,33.1505998,-96.8238183,"6'7"""
4918101,S'Maje Burrell,Texas,72.0,219.0,1.0,LB,Fort Worth,TX,USA,32.753177,-97.3327459,"6'0"""
4918129,Colton Vasek,Texas,77.0,260.0,1.0,LB,Austin,TX,USA,30.2711286,-97.7436995,"6'5"""
4918430,Trevor Goosby,Texas,79.0,315.0,1.0,OL,Melissa,TX,USA,33.2862455,-96.5722411,"6'7"""
4919036,Andre Cojoe,Texas,78.0,340.0,1.0,OL,Grand Prairie,TX,USA,32.7459645,-96.9977846,"6'6"""
4921273,Billy Walton III,Texas,75.0,225.0,1.0,DE,Grand Prairie,TX,USA,32.7459645,-96.9977846,"6'3"""
4921318,Spencer Shannon,Texas,79.0,255.0,1.0,TE,San Clemente,CA,USA,33.4270275,-117.6124179,"6'7"""
4922989,Jelani McDonald,Texas,74.0,205.0,2.0,DB,Waco,TX,USA,31.5491899,-97.1474628,"6'2"""
4950398,Warren Roberson,Texas,72.0,190.0,1.0,DB,Red Oak,TX,USA,32.5117104,-96.80836332870048,"6'0"""
5081965,Joe Tatum,Texas,71.0,185.0,3.0,QB,Los Angeles,CA,USA,34.0536909,-118.242766,"5'11"""
5081966,Colin Page,Texas,72.0,210.0,3.0,RB,Austin,TX,USA,30.2711286,-97.7436995,"6'0"""
5081967,Carson Marshall,Texas,72.0,185.0,3.0,DB,Katy,TX,USA,29.7857853,-95.8243956,"6'0"""
5081969,Quinn Merritt,Texas,73.0,190.0,3.0,WR,Los Gatos,CA,USA,37.226611,-121.9746797,"6'1"""
5081970,Graham Gillespie,Texas,72.0,200.0,3.0,DB,Cypress,TX,USA,29.9691116,-95.6971686,"6'0"""
5081971,Remy Patson,Texas,69.0,170.0,3.0,WR,Austin,TX,USA,30.2711286,-97.7436995,"5'9"""
5081972,Hamilton McMartin,Texas,72.0,175.0,3.0,WR,Katy,TX,USA,29.7857853,-95.8243956,"6'0"""
5081973,Ben Armstrong,Texas,75.0,285.0,3.0,DL,Leander,TX,USA,30.5736134,-97.8567339,"6'3"""
5081975,Charles Feris,Texas,74.0,205.0,3.0,PK,Houston,TX,USA,29.7589382,-95.3676974,"6'2"""
5081976,Michael Flanagan,Texas,74.0,225.0,3.0,LB,Frisco,TX,USA,33.1505998,-96.8238183,"6'2"""
5081977,DJ Campbell,Texas,75.0,330.0,3.0,OL,Arlington,TX,USA,32.7355816,-97.1071186,"6'3"""
5081978,Rick McBroom,Texas,74.0,290.0,3.0,OL,Fort Worth,TX,USA,32.753177,-97.3327459,"6'2"""
5081980,Gus Asel,Texas,73.0,226.0,4.0,TE,Frisco,TX,USA,33.1505998,-96.8238183,"6'1"""
5081981,Reece Beauchamp,Texas,74.0,190.0,3.0,WR,Austin,TX,USA,30.2711286,-97.7436995,"6'2"""
5098809,Winston Smith,Texas,73.0,202.0,2.0,LB,Houston,TX,USA,29.7589382,-95.3676974,"6'1"""
5150770,JaFaar Johnson Jr.,Texas,71.0,186.0,2.0,DB,Bastrop,TX,USA,30.0541116,-97.3887764,"5'11"""
5150771,Tate Haver,Texas,72.0,215.0,2.0,S,Westlake Village,CA,USA,34.1460234,-118.8061794,"6'0"""
5150773,Rett Andersen,Texas,71.0,190.0,2.0,WR,San Antonio,TX,USA,29.4246002,-98.4951405,"5'11"""
5150775,Bryce Chambers,Texas,73.0,205.0,2.0,WR,Austin,TX,USA,30.2711286,-97.7436995,"6'1"""
5150776,Ty Boatright,Texas,72.0,175.0,2.0,WR,Kingwood,TX,USA,30.0497077,-95.1846301,"6'0"""
5150777,Ian Ratliff,Texas,71.0,185.0,2.0,P,Humble,TX,USA,29.9988312,-95.2621553,"5'11"""
5150778,Brooks Kieschnick Jr.,Texas,75.0,270.0,2.0,OL,San Antonio,TX,USA,29.4246002,-98.4951405,"6'3"""
5150779,Brady Sarkisian,Texas,73.0,230.0,2.0,LB,Newport Beach,CA,USA,33.6170092,-117.9294401,"6'1"""
5150780,Reed Malphurs,Texas,78.0,208.0,1.0,PK,Dallas,TX,USA,32.7762719,-96.7968559,"6'6"""
4363417,Jaylen Key,Alabama,74.0,210.0,4.0,DB,Tallahassee,FL,USA,30.4380832,-84.2809332,"6'2"""
4426677,Trezmen Marshall,Alabama,73.0,236.0,3.0,LB,Homerville,GA,USA,31.0365983,-82.7470849,"6'1"""
4428989,Chris Braswell,Alabama,75.0,255.0,4.0,LB,Baltimore,MD,USA,39.2908816,-76.610759,"6'3"""
4429001,Jase McClellan,Alabama,71.0,212.0,4.0,RB,Aledo,TX,USA,32.6979939,-97.60399378280016,"5'11"""
4429033,Jermaine Burton,Alabama,72.0,194.0,4.0,WR,Calabasas,CA,USA,34.1446643,-118.644097,"6'0"""
4429187,Seth McLaughlin,Alabama,76.0,305.0,4.0,OL,Buford,GA,USA,34.1206564,-84.0043513,"6'4"""
4431288,Monkell Goodwine,Alabama,75.0,311.0,3.0,DT,Upper Marlboro,MD,USA,38.8162451,-76.751708,"6'3"""
4431414,Tim Keenan III,Alabama,74.0,326.0,3.0,DL,Birmingham,AL,USA,33.5206824,-86.8024326,"6'2"""
4431437,JC Latham,Alabama,78.0,360.0,3.0,OL,Oak Creek,WI,USA,42.898729,-87.9177966,"6'6"""
4431500,Kendrick Blackshire,Alabama,73.0,250.0,4.0,LB,Duncanville,TX,USA,32.6518004,-96.9083366,"6'1"""
4431503,Damon Payne Jr.,Alabama,76.0,313.0,3.0,DL,Belleville,MI,USA,42.2048414,-83.4852106,"6'4"""
4431506,Ja'Corey Brooks,Alabama,75.0,195.0,4.0,WR,Miami,FL,USA,25.7741728,-80.19362,"6'3"""
4431513,Tyler Buchner,Alabama,73.0,215.0,4.0,WR,San Diego,CA,USA,32.7174202,-117.162772,"6'1"""
4431529,Jaeden Roberts,Alabama,77.0,310.0,3.0,OL,Houston,TX,USA,29.7589382,-95.3676974,"6'5"""
4431542,TJ Ferguson,Alabama,76.0,330.0,3.0,OL,Fort Valley,GA,USA,32.5537585,-83.8874084,"6'4"""
4432725,Deontae Lawson,Alabama,74.0,239.0,3.0,LB,Mobile,AL,USA,30.6913462,-88.0437509,"6'2"""
4432734,Jalen Milroe,Alabama,74.0,225.0,3.0,QB,Katy,TX,USA,29.7857853,-95.8243956,"6'2"""
4433975,Kool-Aid McKinstry,Alabama,73.0,195.0,3.0,DB,Birmingham,AL,USA,33.5206824,-86.8024326,"6'1"""
4489406,Chase Davis,Alabama,73.0,182.0,3.0,DB,Tuscaloosa,AL,USA,33.2095614,-87.5675258,"6'1"""
4565190,Dallas Turner,Alabama,76.0,242.0,3.0,LB,Fort Lauderdale,FL,USA,26.1223084,-80.1433786,"6'4"""
4567104,Will Reichard,Alabama,73.0,194.0,4.0,PK,Hoover,AL,USA,33.35029299999999,-86.85112299766301,"6'1"""
4567132,Darrian Dalcourt,Alabama,75.0,310.0,4.0,OL,Havre De Grace,MD,USA,39.548827,-76.0898259,"6'3"""
4567138,Justin Eboigbe,Alabama,77.0,292.0,4.0,DL,Forest Park,GA,USA,33.6220542,-84.3690918,"6'5"""
4567783,James Brockermeyer,Alabama,75.0,285.0,3.0,OL,Fort Worth,TX,USA,32.753177,-97.3327459,"6'3"""
4570039,Keanu Koht,Alabama,76.0,242.0,3.0,LB,Vero Beach,FL,USA,27.6387163,-80.3975399,"6'4"""
4574689,Trey Amos,Alabama,73.0,200.0,4.0,CB,New Iberia,LA,USA,30.0035365,-91.8187285,"6'1"""
4592570,Ian Jackson,Alabama,74.0,220.0,3.0,LB,Prattville,AL,USA,32.4600136,-86.4753174,"6'2"""
4592837,Terrion Arnold,Alabama,72.0,196.0,2.0,DB,Tallahassee,FL,USA,30.4380832,-84.2809332,"6'0"""
4594449,DeVonta Smith,Alabama,72.0,205.0,3.0,DB,Cincinnati,OH,USA,39.1014537,-84.5124602,"6'0"""
4596545,CJ Dippre,Alabama,77.0,262.0,4.0,TE,SCOTT TOWNSHIP,PA,USA,40.3916562,-80.0757903,"6'5"""
4602016,Anquin Barnes Jr.,Alabama,77.0,314.0,2.0,DL,Montgomery,AL,USA,32.37742,-86.3091683,"6'5"""
4685243,Jeremiah Alexander,Alabama,74.0,232.0,2.0,LB,Alabaster,AL,USA,33.2442813,-86.8163773,"6'2"""
4685263,Tyler Booker,Alabama,77.0,325.0,3.0,OL,New Haven,CT,USA,41.3082138,-72.9250518,"6'5"""
4685287,Jihaad Campbell,Alabama,75.0,244.0,3.0,LB,Erial,NJ,USA,39.773448,-75.006278,"6'3"""
4685381,Emmanuel Henderson Jr.,Alabama,73.0,187.0,3.0,WR,Hartford,AL,USA,31.1019671,-85.6977651,"6'1"""
4685437,Earl Little Jr.,Alabama,73.0,186.0,2.0,DB,Fort Lauderdale,FL,USA,26.1223084,-80.1433786,"6'1"""
4685441,Kendrick Law,Alabama,71.0,209.0,3.0,WR,Shreveport,LA,USA,32.5135356,-93.7477839,"5'11"""
4685477,Jam Miller,Alabama,70.0,218.0,3.0,RB,Tyler,TX,USA,32.3512601,-95.3010624,"5'10"""
4685487,Jehiem Oatis,Alabama,77.0,325.0,3.0,DL,Columbia,MS,USA,31.2518582,-89.8353099,"6'5"""
4685500,Shawn Murphy,Alabama,74.0,230.0,2.0,LB,Manassas,VA,USA,38.7509488,-77.4752667,"6'2"""
4685505,Khurtiss Perry,Alabama,74.0,265.0,2.0,DL,Pike Road,AL,USA,32.2843084,-86.1030169,"6'2"""
4685516,Shazz Preston,Alabama,72.0,206.0,2.0,WR,Saint James,LA,USA,30.0096684,-90.7989525,"6'0"""
4685519,Elijah Pritchett,Alabama,78.0,327.0,2.0,OL,Columbus,GA,USA,32.4610708,-84.9880449,"6'6"""
4685522,Ty Simpson,Alabama,74.0,215.0,2.0,QB,Martin,TN,USA,36.3432777,-88.8503514,"6'2"""
4685723,Roydell Williams,Alabama,70.0,214.0,4.0,RB,Hueytown,AL,USA,33.4512197,-86.9966606,"5'10"""
4691688,Robbie Ouzts,Alabama,76.0,270.0,4.0,TE,Rock Hill,SC,USA,34.9248667,-81.0250784,"6'4"""
4692023,Kristian Story,Alabama,73.0,213.0,4.0,DB,Lanett,AL,USA,32.8687391,-85.1904971,"6'1"""
4692024,Malachi Moore,Alabama,72.0,201.0,4.0,DB,Trussville,AL,USA,33.6196266,-86.6084342,"6'0"""
4692032,Jordan Smith,Alabama,70.0,210.0,4.0,LB,Chelsea,AL,USA,33.3401108,-86.6302625,"5'10"""
4692033,Tim Smith,Alabama,76.0,314.0,4.0,DL,Gifford,FL,USA,27.672998,-80.41788843483906,"6'4"""
4692034,Kyle Flood Jr.,Alabama,72.0,212.0,4.0,LB,Middlesex,NJ,USA,40.4279708,-74.3963102,"6'0"""
4692044,Jah-Marien Latham,Alabama,75.0,278.0,4.0,DL,Reform,AL,USA,33.378451,-88.0153008,"6'3"""
4692048,Que Robinson,Alabama,77.0,241.0,4.0,LB,Birmingham,AL,USA,33.5206824,-86.8024326,"6'5"""
4695287,Jonathan Bennett,Alabama,70.0,180.0,4.0,RB,Birmingham,AL,USA,33.5206824,-86.8024326,"5'10"""
4695289,Robert Ellis,Alabama,72.0,220.0,4.0,TE,Enterprise,AL,USA,31.3151708,-85.8552161,"6'0"""
